x, y
-0.003815668202764977, 0.00016696696696696697
-0.003631336405529954, 0.00016756756756756757
-0.003447004608294931, 0.00016696696696696697
-0.003285714285714286, 0.00016306306306306307
-0.003124423963133641, 0.00015975975975975978
-0.002951612903225807, 0.00015735735735735736
-0.002951612903225807, 0.00015735735735735736
-0.0027903225806451613, 0.00015495495495495496
-0.0026405529953917053, 0.00015135135135135137
-0.0024562211981566822, 0.00014384384384384387
-0.0023179723502304147, 0.00013933933933933936
-0.0021797235023041477, 0.00013633633633633634
-0.002029953917050691, 0.00013303303303303305
-0.0018571428571428571, 0.00012912912912912915
-0.001707373271889401, 0.00012612612612612612
-0.0016152073732718895, 0.00012222222222222224
-0.001488479262672811, 0.00011981981981981983
-0.0014193548387096775, 0.00011351351351351353
-0.0012695852534562214, 0.00011111111111111112
-0.001165898617511521, 0.00010870870870870872
-0.0009700460829493089, 0.00010600600600600601
-0.0006359447004608294, 0.00010210210210210212
-0.00044009216589861776, 0.0001
-0.00019815668202764975, 0.00009699699699699701
0.000055299539170506826, 0.0000945945945945946
0.0004124423963133639, 0.0000921921921921922
0.0006198156682027649, 0.00009039039039039039
0.000861751152073733, 0.00008918918918918919
0.001195852534562212, 0.000087987987987988
0.0016336405529953912, 0.0000852852852852853
0.0019216589861751152, 0.00008498498498498499
0.0022211981566820273, 0.00008498498498498499
0.0025322580645161293, 0.00008408408408408409
0.0028778801843317974, 0.00008438438438438439
0.0032350230414746545, 0.00008438438438438439
0.0035230414746543776, 0.00008408408408408409
0.004133640552995392, 0.00008378378378378379
0.005043778801843318, 0.00008408408408408409
0.005976958525345622, 0.00008408408408408409
